contract_id,contract_name,address,file_path,compiler_version,data_source,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,complexity_level,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_has_complex_loops,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_has_cyclic_calls,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_has_cross_function_flow,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,cei_violations,cei_safe_functions,cei_pattern_score,has_reentrancy_guard,functions_with_reentrancy_guard,state_before_call_count,state_after_call_count,unchecked_calls_in_critical_context,label
151,ERC20ForceApproveMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20ForceApproveMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,12,1,0,0,0,1,0,10,8,1,1.0,0,2,0.2,0,0,2,0,8,4,0,0,0,3,1,0.0,0.0,12.0,43.2,False,simple,0,3,2,0,2,0.6666666666666666,False,1,1,1,3,1,0,0.0,True,1,0,3.0,2,0,0,False,0,2,0.0,1,0,0,1.0,False,0,0,0,0,0
153,ERC20NoReturnMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20NoReturnMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,0,15,3,0,0,0,1,0,25,8,1,1.0,0,3,0.12,0,0,2,0,11,4,0,0,0,4,2,0.0,0.0,15.0,51.75,False,simple,0,15,12,0,4,0.8,False,0,3,3,6,1,0,0.0,True,3,0,2.0,1,0,0,False,0,7,0.0,3,0,0,1.0,False,0,0,0,0,0
155,ERC1363ReturnFalseMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC1363ReturnFalseMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,0,23,3,0,0,0,1,0,26,16,1,1.0,0,1,0.038461538461538464,0,0,3,0,19,4,0,0,0,4,2,0.0,0.0,23.0,125.35,True,simple,0,6,3,0,1,0.5,False,3,3,3,0,0,0,0.0,False,3,0,0.0,3,0,0,False,0,10,0.0,3,0,0,1.0,False,0,0,0,0,0
156,ERC20BridgeableMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20BridgeableMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,16,4,0,1,0,3,0,22,12,1,1.5,0,1,0.045454545454545456,0,0,3,0,13,3,0,0,0,3,1,0.0,0.0,16.0,80.53333333333333,False,simple,0,11,8,0,2,0.7272727272727273,False,0,6,4,3,1,0,0.0,False,1,3,0.75,3,1,1,True,0,3,0.0,3,0,0,1.0,False,0,0,0,0,0
157,ERC20DecimalsMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20DecimalsMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,12,2,0,1,0,1,0,12,8,1,1.0,0,1,0.08333333333333333,0,0,2,0,8,4,0,0,0,3,1,0.0,0.0,12.0,43.2,False,simple,0,4,2,0,1,0.5,False,1,2,2,0,0,0,0.0,False,1,1,0.0,2,1,1,True,0,1,0.0,1,0,0,1.0,False,0,0,0,0,0
158,ERC1363SpenderMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC1363SpenderMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,5,3,0,2,0,9,0,38,2,1,3.6666666666666665,0,1,0.02631578947368421,0,0,1,0,5,0,0,0,0,3,1,0.0,0.0,5.0,8.333333333333334,False,simple,0,22,23,0,6,1.0454545454545454,False,1,11,3,3,1,0,0.0,False,3,0,1.0,5,2,1,True,0,5,0.0,2,0,0,1.0,False,0,0,0,0,0
160,ERC20Mock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20Mock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,10,3,0,0,0,1,0,12,8,1,1.0,0,1,0.08333333333333333,0,0,2,0,8,2,0,0,0,3,1,0.0,0.0,10.0,31.333333333333336,False,simple,0,6,3,0,1,0.5,False,0,3,3,3,1,0,0.0,True,3,0,1.0,2,0,0,False,0,4,0.0,2,0,0,1.0,False,0,0,0,0,0
161,ERC721ReceiverMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC721ReceiverMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,5,2,0,2,0,9,0,39,2,1,5.0,0,1,0.02564102564102564,0,0,1,0,5,0,0,0,0,3,1,0.0,0.0,5.0,8.333333333333334,False,simple,0,19,21,0,6,1.105263157894737,False,1,10,2,4,1,0,0.0,False,2,0,2.0,5,2,1,True,0,6,0.0,2,0,0,1.0,False,0,0,0,0,0
164,ERC1363ForceApproveMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC1363ForceApproveMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,0,23,1,0,0,0,1,0,10,15,1,1.0,0,2,0.2,0,0,3,0,19,4,0,0,0,4,2,0.0,0.0,23.0,125.35,True,simple,0,3,2,0,2,0.6666666666666666,False,1,1,1,3,1,0,0.0,True,1,0,3.0,2,0,0,False,0,3,0.0,1,0,0,1.0,False,0,0,0,0,0
166,ERC20Reentrant,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20Reentrant.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,0,39,3,1,3,0,5,0,33,11,1,2.3333333333333335,0,1,0.030303030303030304,0,1,2,0,21,18,0,0,0,5,2,0.0,0.0,39.0,262.08,True,simple,0,16,15,0,6,0.9375,False,1,7,3,2,0,1,0.3333333333333333,True,2,1,0.6666666666666666,2,3,3,True,1,8,3.0,3,0,0,1.0,False,0,0,0,0,0
167,ERC1363ReceiverMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC1363ReceiverMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,5,3,0,2,0,9,0,43,2,1,3.6666666666666665,0,1,0.023255813953488372,0,0,1,0,5,0,0,0,0,3,1,0.0,0.0,5.0,8.333333333333334,False,simple,0,22,23,0,6,1.0454545454545454,False,1,11,3,3,1,0,0.0,False,3,0,1.0,5,2,1,True,0,6,0.0,2,0,0,1.0,False,0,0,0,0,0
169,ERC20FlashMintMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20FlashMintMock.sol,,openzeppelin,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,18,4,0,2,0,1,0,19,11,1,1.0,0,1,0.05263157894736842,0,0,2,0,11,7,0,0,0,6,2,0.0,0.0,18.0,47.7,False,simple,0,8,4,0,1,0.5,False,2,4,4,0,0,0,0.0,False,2,2,0.0,4,2,2,True,0,4,0.0,3,0,0,1.0,False,0,0,0,0,0
171,ERC20ReturnFalseMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20ReturnFalseMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,18,3,0,0,0,1,0,14,8,1,1.0,0,1,0.07142857142857142,0,0,2,0,8,10,0,0,0,3,1,0.0,0.0,18.0,90.0,False,simple,0,6,3,0,1,0.5,False,3,3,3,0,0,0,0.0,False,3,0,0.0,3,0,0,False,0,7,0.0,3,0,0,1.0,False,0,0,0,0,0
172,ERC20GetterHelper,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/token/ERC20GetterHelper.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,5,6,6,0,0,1,0,30,3,1,1.0,0,1,0.03333333333333333,0,0,0,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,False,simple,0,12,6,0,1,0.5,False,0,6,6,0,0,6,1.0,False,6,0,0.0,6,0,6,False,0,9,0.0,6,0,0,1.0,False,0,0,0,0,0
173,UUPSUpgradeableMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/proxy/UUPSUpgradeableMock.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0,2,65,2,0,0,0,1,0,27,13,1,1.0,0,2,0.07407407407407407,0,0,2,0,33,34,0,2,0,7,3,0.0,0.0,75.0,608.5714285714286,True,simple,0,2,0,0,0,0.0,False,0,2,2,0,0,0,0.0,False,0,2,0.0,2,0,0,False,0,1,0.0,1,0,0,1.0,False,0,0,0,0,0
174,BadBeacon,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/proxy/BadBeacon.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,0,0,0,0,8,2,1,0.0,0,1,0.125,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,0,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0,0
175,ClashingImplementation,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/proxy/ClashingImplementation.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,1,2,2,0,0,0,1,0,15,1,1,1.0,0,5,0.3333333333333333,1,0,0,0,3,0,0,1,0,2,2,0.0,0.0,7.0,10.5,False,simple,0,4,2,0,1,0.5,False,1,2,2,0,0,0,0.0,False,2,0,0.0,2,0,0,False,0,2,0.0,1,0,0,1.0,False,0,0,0,0,0
176,ERC1967ProxyUnsafe,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/proxy/ERC1967ProxyUnsafe.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0,2,61,2,0,0,0,1,0,9,10,1,1.0,0,1,0.1111111111111111,1,0,2,0,32,31,0,2,0,5,3,0.0,0.0,71.0,762.54,True,simple,0,4,2,0,1,0.5,False,1,2,2,1,0,0,0.0,True,1,1,0.5,1,0,0,False,0,2,0.0,1,0,0,1.0,False,0,0,0,0,0
177,CompTimelock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/compound/CompTimelock.sol,,openzeppelin,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,9,10,5,7,0,3,1,145,1,1,1.2,0,27,0.18620689655172415,2,0,0,0,3,6,0,0,0,5,4,0.0,0.0,9.0,12.96,True,moderate,1,56,47,0,16,0.8392857142857143,False,3,12,10,16,1,5,0.23809523809523808,False,8,2,1.6,7,7,6,True,1,19,6.0,6,0,1,1.0,False,0,1,0,0,0
178,ERC20WithAutoMinerReward,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/ERC20WithAutoMinerReward.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,11,3,0,0,0,3,0,17,8,1,1.6666666666666667,0,1,0.058823529411764705,0,0,2,0,8,3,0,0,0,3,1,0.0,0.0,11.0,37.03333333333333,False,simple,0,10,8,0,3,0.8,False,0,5,3,5,2,0,0.0,True,1,2,1.6666666666666667,1,0,0,False,0,3,0.0,1,0,0,1.0,False,0,0,0,0,0
183,ERC7579UtilsMock,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/account/utils/ERC7579UtilsMock.sol,,openzeppelin,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,0,1,704,15,32,5,0,7,4,17,19,1,2.2666666666666666,0,1,0.058823529411764705,0,8,0,0,447,258,0,1,0,9,5,0.0,0.0,709.0,49440.933333333334,True,moderate,1,88,82,1,13,0.9318181818181818,False,8,34,15,14,0,32,0.6956521739130435,False,0,15,0.9333333333333333,10,5,11,False,14,33,0.7857142857142857,14,0,0,1.0,False,0,0,0,0,0
189,MyFactoryAccount,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/account/MyFactoryAccount.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0,2,53,3,3,1,0,3,0,30,6,1,1.6666666666666667,0,7,0.23333333333333334,0,3,0,0,24,31,0,2,0,5,3,0.0,0.0,63.0,575.8199999999999,True,simple,0,12,10,0,4,0.8333333333333334,False,2,5,3,6,1,3,0.3333333333333333,False,3,0,2.0,3,1,3,True,3,3,1.0,3,0,0,1.0,False,0,0,0,0,0
190,MyAccountEIP7702,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/account/MyAccountEIP7702.sol,,openzeppelin,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,1,14,865,1,0,0,0,1,0,18,37,1,1.0,0,3,0.16666666666666666,0,0,3,0,485,395,0,15,0,14,6,0.0,0.0,945.0,51401.25,True,simple,0,2,1,0,1,0.5,False,1,1,1,2,0,0,0.0,True,0,1,2.0,1,0,0,False,0,3,0.0,1,0,0,1.0,False,0,0,0,0,0
191,AccessManagedERC20MintBase,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/access-control/AccessManagedERC20MintBase.sol,,openzeppelin,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0,0,19,6,2,2,1,5,0,13,13,1,2.5,0,4,0.3076923076923077,0,1,1,0,14,5,0,0,0,6,3,0.0,0.0,19.0,55.41666666666666,True,simple,0,32,30,0,8,0.9375,False,3,15,6,9,1,2,0.18181818181818182,False,3,3,1.5,7,2,2,True,2,5,1.0,4,0,0,1.0,False,0,0,0,0,0
192,AccessControlERC20MintMissing,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/access-control/AccessControlERC20MintMissing.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,15,4,0,2,0,1,0,19,12,1,1.0,0,3,0.15789473684210525,0,0,3,0,12,3,0,0,0,3,1,0.0,0.0,15.0,70.5,False,simple,0,12,8,0,2,0.6666666666666666,False,0,4,4,7,1,0,0.0,True,3,1,1.75,5,2,0,True,0,4,0.0,2,0,0,1.0,False,0,0,0,0,0
193,AccessControlERC20MintBase,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/access-control/AccessControlERC20MintBase.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,16,3,0,1,0,3,0,20,12,1,1.6666666666666667,0,4,0.2,0,0,3,0,12,4,0,0,0,3,1,0.0,0.0,16.0,78.93333333333334,False,simple,0,10,8,0,3,0.8,False,0,5,3,6,1,0,0.0,True,2,1,2.0,5,1,0,True,0,3,0.0,2,0,0,1.0,False,0,0,0,0,0
194,AccessControlERC20MintOnlyRole,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/access-control/AccessControlERC20MintOnlyRole.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,15,12,0,2,1,3,0,18,12,1,1.5,0,1,0.05555555555555555,0,0,2,0,12,3,0,0,0,3,1,0.0,0.0,15.0,70.5,False,moderate,1,42,32,0,4,0.7619047619047619,False,7,18,12,20,2,0,0.0,True,6,6,1.6666666666666667,8,2,3,True,0,19,0.0,11,0,0,1.0,False,0,0,0,0,0
195,AccessControlModified,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/access-control/AccessControlModified.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,11,2,0,0,0,1,0,11,6,1,1.0,0,3,0.2727272727272727,0,0,3,0,8,3,0,0,0,3,1,0.0,0.0,11.0,37.03333333333333,False,simple,0,3,1,0,1,0.3333333333333333,False,0,2,2,1,1,0,0.0,False,1,1,0.5,2,0,0,False,0,2,0.0,1,0,0,1.0,False,0,0,0,0,0
196,MyContractOwnable,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/access-control/MyContractOwnable.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,6,6,0,1,1,3,0,12,3,1,2.0,0,3,0.25,0,0,1,0,4,2,0,0,0,2,1,0.0,0.0,6.0,16.2,False,simple,0,24,21,0,4,0.875,False,1,12,6,10,1,0,0.0,False,3,3,1.6666666666666667,6,1,1,True,0,3,0.0,3,0,0,1.0,False,0,0,0,0,0
198,Multicall,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/utilities/Multicall.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,33,1,4,0,0,6,0,12,6,1,6.0,0,4,0.3333333333333333,0,1,1,0,17,16,0,0,0,3,2,0.0,0.0,33.0,310.2,True,simple,0,13,14,1,9,1.0769230769230769,False,1,6,1,2,1,4,0.6666666666666666,False,1,0,2.0,2,0,1,False,1,1,1.0,1,0,0,1.0,False,0,0,0,0,0
199,ERC6909GameItems,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/token/ERC6909/ERC6909GameItems.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,14,2,0,5,0,1,0,22,10,1,1.0,0,2,0.09090909090909091,0,0,4,0,9,5,0,0,0,3,1,0.0,0.0,14.0,58.333333333333336,False,simple,0,15,13,0,9,0.8666666666666667,False,0,2,2,2,1,0,0.0,False,1,1,1.0,3,5,0,True,0,0,0.0,0,0,0,1.0,False,0,0,0,0,0
201,GLDToken,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/token/ERC20/GLDToken.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,11,1,0,0,0,1,0,9,8,1,1.0,0,2,0.2222222222222222,0,0,2,0,8,3,0,0,0,3,1,0.0,0.0,11.0,37.03333333333333,False,simple,0,3,2,0,2,0.6666666666666666,False,0,1,1,2,1,0,0.0,True,1,0,2.0,1,0,0,False,0,1,0.0,1,0,0,1.0,False,0,0,0,0,0
203,MyERC115HolderContract,,data/safe_contracts/openzeppelin-contracts/contracts/mocks/docs/token/ERC1155/MyERC115HolderContract.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,7,0,0,0,0,0,0,5,5,1,0.0,0,2,0.4,0,0,3,0,7,0,0,0,0,2,1,0.0,0.0,7.0,24.5,False,simple,0,0,0,0,0,0.0,False,0,0,0,0,0,0,0.0,False,0,0,0.0,0,0,0,False,0,0,0.0,0,0,0,1.0,False,0,0,0,0,0
206,IVotes,,data/safe_contracts/openzeppelin-contracts/contracts/governance/utils/IVotes.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,6,0,0,0,1,0,50,1,1,1.0,0,38,0.76,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,0,0,0,0,0,0.0,False,0,0,6,0,0,0,0.0,False,6,0,0.0,6,0,0,False,0,12,0.0,6,0,0,1.0,False,0,0,0,0,0
223,EIP7702Utils,,data/safe_contracts/openzeppelin-contracts/contracts/account/utils/EIP7702Utils.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,3,2,0,1,0,2,0,18,1,1,1.5,0,10,0.5555555555555556,0,0,0,0,2,1,0,0,0,2,1,0.0,0.0,3.0,4.05,False,simple,0,6,4,0,3,0.6666666666666666,False,2,3,2,1,0,0,0.0,False,0,2,0.5,2,1,0,True,0,1,0.0,1,0,0,1.0,False,0,0,0,0,0
227,ERC6909,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC6909/ERC6909.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,11,15,0,3,0,7,0,201,8,1,2.8666666666666667,0,81,0.40298507462686567,0,0,2,0,7,4,0,0,0,3,1,0.0,0.0,11.0,35.93333333333333,False,moderate,1,81,80,0,6,0.9876543209876543,False,8,43,15,27,3,0,0.0,True,8,7,1.8,11,3,4,True,0,45,0.0,15,0,0,1.0,False,0,0,0,0,0
229,IERC721,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC721/IERC721.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,4,9,0,0,0,1,0,121,2,1,1.0,0,105,0.8677685950413223,0,0,1,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,False,simple,0,0,0,0,0,0.0,False,0,0,9,0,0,0,0.0,False,9,0,0.0,8,0,0,False,0,19,0.0,9,0,0,1.0,False,0,0,0,0,0
230,IERC721Receiver,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC721/IERC721Receiver.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,1,0,0,0,1,0,26,1,1,1.0,0,17,0.6538461538461539,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,0,0,0,0,0,0.0,False,0,0,1,0,0,0,0.0,False,1,0,0.0,1,0,0,False,0,4,0.0,1,0,0,1.0,False,0,0,0,0,0
231,IERC20,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC20/IERC20.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,2,6,0,0,0,1,0,70,1,1,1.0,0,59,0.8428571428571429,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,False,simple,0,0,0,0,0,0.0,False,0,0,6,0,0,0,0.0,False,6,0,0.0,6,0,0,False,0,10,0.0,5,0,0,1.0,False,0,0,0,0,0
232,ERC20,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC20/ERC20.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,11,17,0,5,0,7,0,280,7,1,2.411764705882353,0,160,0.5714285714285714,0,0,1,0,7,4,0,0,0,3,1,0.0,0.0,11.0,35.93333333333333,False,moderate,1,81,76,0,7,0.9382716049382716,False,9,41,17,21,3,0,0.0,True,9,8,1.2352941176470589,14,5,3,True,0,32,0.0,13,0,0,1.0,False,0,0,0,0,0
233,IERC1155,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC1155/IERC1155.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,4,6,0,0,0,1,0,111,2,1,1.0,0,82,0.7387387387387387,0,0,1,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,False,simple,0,0,0,0,0,0.0,False,0,0,6,0,0,0,0.0,False,6,0,0.0,6,0,0,False,0,18,0.0,6,0,0,1.0,False,0,0,0,0,0
235,IERC1155Receiver,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC1155/IERC1155Receiver.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,4,2,0,0,0,1,0,55,2,1,1.0,0,37,0.6727272727272727,0,0,1,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,False,simple,0,0,0,0,0,0.0,False,0,0,2,0,0,0,0.0,False,2,0,0.0,2,0,0,False,0,10,0.0,2,0,0,1.0,False,0,0,0,0,0
236,ERC2981,,data/safe_contracts/openzeppelin-contracts/contracts/token/common/ERC2981.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,10,7,0,2,0,5,0,119,4,1,2.4285714285714284,0,58,0.48739495798319327,0,0,2,0,6,4,0,0,0,3,1,0.0,0.0,10.0,29.333333333333336,False,simple,0,36,34,0,7,0.9444444444444444,False,3,17,7,9,1,0,0.0,True,2,5,1.2857142857142858,8,2,3,True,0,9,0.0,5,0,0,1.0,False,0,0,0,0,0
237,ERC6909TokenSupply,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC6909/extensions/ERC6909TokenSupply.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,12,2,0,1,0,5,0,29,9,1,3.0,0,9,0.3103448275862069,0,0,3,0,8,4,0,0,0,3,1,0.0,0.0,12.0,43.2,False,simple,0,10,10,0,5,1.0,False,1,6,2,1,0,0,0.0,True,1,1,0.5,1,1,1,True,0,5,0.0,2,0,0,1.0,False,0,0,0,0,0
238,ERC6909Metadata,,data/safe_contracts/openzeppelin-contracts/contracts/token/ERC6909/extensions/ERC6909Metadata.sol,,openzeppelin,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,15,6,0,1,0,1,0,61,9,1,1.0,0,26,0.4262295081967213,0,0,3,0,8,7,0,0,0,3,1,0.0,0.0,15.0,64.5,False,simple,0,15,9,0,2,0.6,False,3,6,6,0,0,0,0.0,False,3,3,0.0,6,1,3,True,0,9,0.0,6,0,0,1.0,False,0,0,0,0,0
